,Date,Species,Trap,Latitude,Longitude,NumMosquitos,WnvPresent,Year,Parent_Trap,Is_Satellite,Mos_WNV_Prob,Trap_Ever_Wnv,Num_Years_Trap_WNV_Detection,Max_One_Year_Trap_WNV_Detections,Total_Train_Trap_WNV_Detections,Trap_WNV_Prob,NumMos_3ob_avg,Trap_Species_WNV_Prob,Trap_Species_Mos_Mean,Trap_Species_Mos_Median,Trap_Species_Mos_25percent,Trap_Species_Mos_75percent,Trap_Mos_Mean,Trap_Mos_Median,Trap_Mos_25percent,Trap_Mos_75percent,Species_Mos_Mean,Species_Mos_Median,Species_Mos_25percent,Species_Mos_75percent,Species_Obs_Proportion
10,2007-08-15,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,41.0,1.0,2007.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,1166.0,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
11,2007-08-21,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,23.0,1.0,2007.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,533.0,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
12,2007-08-24,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,27.0,1.0,2007.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,810.333333333,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
13,2007-09-04,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,10.0,1.0,2007.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,605.333333333,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
14,2007-09-12,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,2.0,0.0,2007.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,486.0,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
15,2007-09-18,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,24.0,0.0,2007.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,492.0,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
16,2007-09-24,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,33.0,0.0,2007.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,406.333333333,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
17,2007-10-04,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,29.0,0.0,2007.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,474.333333333,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
18,2009-05-28,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,2.0,0.0,2009.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,311.333333333,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
19,2009-06-02,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,29.0,0.0,2009.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,187.666666667,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
20,2009-06-05,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,1.0,0.0,2009.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,241.333333333,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
21,2009-06-12,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,5.0,0.0,2009.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,308.333333333,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
22,2009-06-19,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,22.0,0.0,2009.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,397.333333333,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
23,2009-06-26,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,112.0,0.0,2009.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,1013.66666667,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
24,2009-07-06,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,3.0,0.0,2009.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,619.0,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
25,2009-07-10,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,129.0,0.0,2009.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,684.666666667,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
26,2009-07-17,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,96.0,0.0,2009.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,1089.33333333,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
27,2009-07-24,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,215.0,1.0,2009.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,1141.33333333,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
28,2009-07-31,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,14.0,0.0,2009.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,935.666666667,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
29,2009-08-07,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,12.0,0.0,2009.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,818.666666667,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
30,2009-08-25,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,14.0,0.0,2009.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,527.666666667,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
31,2009-09-14,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,6.0,0.0,2009.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,221.666666667,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
32,2009-09-17,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,4.0,0.0,2009.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,372.666666667,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
33,2009-09-25,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,27.0,0.0,2009.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,545.333333333,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
34,2011-06-17,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,14.0,0.0,2011.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,167.666666667,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
35,2011-06-24,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,4.0,0.0,2011.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,224.666666667,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
36,2011-06-30,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,2.0,0.0,2011.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,557.333333333,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
37,2011-07-11,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,24.0,0.0,2011.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,769.666666667,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
38,2011-07-15,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,37.0,0.0,2011.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,1233.33333333,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
39,2011-07-25,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,23.0,0.0,2011.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,1412.66666667,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
40,2011-07-29,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,29.0,0.0,2011.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,1414.66666667,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
41,2011-08-05,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,21.0,0.0,2011.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,1109.33333333,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
42,2011-08-12,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,14.0,0.0,2011.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,760.333333333,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
43,2011-08-19,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,1.0,0.0,2011.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,552.0,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
44,2011-08-26,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,28.0,0.0,2011.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,418.333333333,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
45,2011-09-01,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,15.0,0.0,2011.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,300.333333333,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
46,2011-09-12,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,4.0,0.0,2011.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,350.333333333,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
47,2011-09-16,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,2.0,0.0,2011.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,438.0,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
48,2011-09-23,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,13.0,1.0,2011.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,530.333333333,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
49,2013-06-14,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,51.0,0.0,2013.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,245.0,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
50,2013-06-27,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,10.0,0.0,2013.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,394.333333333,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
51,2013-07-08,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,54.0,0.0,2013.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,550.0,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
52,2013-07-12,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,244.0,0.0,2013.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,1172.66666667,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
53,2013-07-25,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,3.0,0.0,2013.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,1764.33333333,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
54,2013-08-01,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,20.0,0.0,2013.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,1793.0,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
55,2013-08-08,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,127.0,1.0,2013.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,1766.66666667,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
56,2013-08-15,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,6.0,0.0,2013.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,1775.33333333,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
57,2013-08-22,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,34.0,1.0,2013.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,1381.33333333,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
58,2013-08-29,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,22.0,0.0,2013.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,1210.33333333,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
59,2013-09-06,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,53.0,0.0,2013.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,1282.0,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
60,2013-09-12,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,12.0,0.0,2013.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,1291.66666667,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
61,2013-09-19,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,4.0,0.0,2013.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,897.333333333,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
62,2013-09-26,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,5.0,0.0,2013.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,613.666666667,0.142857142857,30.6507936508,14.0,4.0,29.0,25.2380952381,10.0,3.0,24.0,17.3204391009,5.0,2.0,14.0,0.490732306963
63,2007-05-29,CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,1.0,0.0,2007.0,T015,0.0,0.058808,1.0,1,4.0,4.0,0.125,10.0,0.166666666667,5.41666666667,2.0,1.0,6.5,5.28125,3.0,1.0,5.0,17.3204391009,5.0,2.0,14.0,0.490732306963
64,2007-06-05,CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,1.0,0.0,2007.0,T015,0.0,0.058808,1.0,1,4.0,4.0,0.125,19.0,0.166666666667,5.41666666667,2.0,1.0,6.5,5.28125,3.0,1.0,5.0,17.3204391009,5.0,2.0,14.0,0.490732306963
65,2007-06-29,CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,1.0,0.0,2007.0,T015,0.0,0.058808,1.0,1,4.0,4.0,0.125,40.3333333333,0.166666666667,5.41666666667,2.0,1.0,6.5,5.28125,3.0,1.0,5.0,17.3204391009,5.0,2.0,14.0,0.490732306963
66,2007-07-02,CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,3.0,0.0,2007.0,T015,0.0,0.058808,1.0,1,4.0,4.0,0.125,75.0,0.166666666667,5.41666666667,2.0,1.0,6.5,5.28125,3.0,1.0,5.0,17.3204391009,5.0,2.0,14.0,0.490732306963
67,2007-07-11,CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,1.0,0.0,2007.0,T015,0.0,0.058808,1.0,1,4.0,4.0,0.125,311.666666667,0.166666666667,5.41666666667,2.0,1.0,6.5,5.28125,3.0,1.0,5.0,17.3204391009,5.0,2.0,14.0,0.490732306963
68,2007-07-27,CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,1.0,0.0,2007.0,T015,0.0,0.058808,1.0,1,4.0,4.0,0.125,618.0,0.166666666667,5.41666666667,2.0,1.0,6.5,5.28125,3.0,1.0,5.0,17.3204391009,5.0,2.0,14.0,0.490732306963
69,2007-08-01,CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,11.0,1.0,2007.0,T015,0.0,0.058808,1.0,1,4.0,4.0,0.125,1490.33333333,0.166666666667,5.41666666667,2.0,1.0,6.5,5.28125,3.0,1.0,5.0,17.3204391009,5.0,2.0,14.0,0.490732306963
70,2007-08-07,CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,12.0,0.0,2007.0,T015,0.0,0.058808,1.0,1,4.0,4.0,0.125,812.0,0.166666666667,5.41666666667,2.0,1.0,6.5,5.28125,3.0,1.0,5.0,17.3204391009,5.0,2.0,14.0,0.490732306963
71,2007-08-15,CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,25.0,0.0,2007.0,T015,0.0,0.058808,1.0,1,4.0,4.0,0.125,1166.0,0.166666666667,5.41666666667,2.0,1.0,6.5,5.28125,3.0,1.0,5.0,17.3204391009,5.0,2.0,14.0,0.490732306963
72,2007-08-21,CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,5.0,1.0,2007.0,T015,0.0,0.058808,1.0,1,4.0,4.0,0.125,533.0,0.166666666667,5.41666666667,2.0,1.0,6.5,5.28125,3.0,1.0,5.0,17.3204391009,5.0,2.0,14.0,0.490732306963
73,2007-09-12,CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,3.0,0.0,2007.0,T015,0.0,0.058808,1.0,1,4.0,4.0,0.125,486.0,0.166666666667,5.41666666667,2.0,1.0,6.5,5.28125,3.0,1.0,5.0,17.3204391009,5.0,2.0,14.0,0.490732306963
74,2007-10-04,CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,1.0,0.0,2007.0,T015,0.0,0.058808,1.0,1,4.0,4.0,0.125,474.333333333,0.166666666667,5.41666666667,2.0,1.0,6.5,5.28125,3.0,1.0,5.0,17.3204391009,5.0,2.0,14.0,0.490732306963
75,2007-05-29,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,1.0,0.0,2007.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,10.0,0.0344827586207,17.1034482759,10.0,3.25,24.0,12.9208633094,6.0,2.0,17.0,17.3204391009,5.0,2.0,14.0,0.490732306963
76,2007-06-05,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,1.0,0.0,2007.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,19.0,0.0344827586207,17.1034482759,10.0,3.25,24.0,12.9208633094,6.0,2.0,17.0,17.3204391009,5.0,2.0,14.0,0.490732306963
77,2007-06-26,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,2.0,0.0,2007.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,35.6666666667,0.0344827586207,17.1034482759,10.0,3.25,24.0,12.9208633094,6.0,2.0,17.0,17.3204391009,5.0,2.0,14.0,0.490732306963
78,2007-07-11,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,3.0,0.0,2007.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,311.666666667,0.0344827586207,17.1034482759,10.0,3.25,24.0,12.9208633094,6.0,2.0,17.0,17.3204391009,5.0,2.0,14.0,0.490732306963
79,2007-07-18,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,1.0,0.0,2007.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,489.333333333,0.0344827586207,17.1034482759,10.0,3.25,24.0,12.9208633094,6.0,2.0,17.0,17.3204391009,5.0,2.0,14.0,0.490732306963
80,2007-07-27,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,2.0,0.0,2007.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,618.0,0.0344827586207,17.1034482759,10.0,3.25,24.0,12.9208633094,6.0,2.0,17.0,17.3204391009,5.0,2.0,14.0,0.490732306963
