,Date,Species,Trap,Latitude,Longitude,NumMosquitos,WnvPresent,Year,Parent_Trap,Is_Satellite,Mos_WNV_Prob,Trap_Ever_Wnv,Num_Years_Trap_WNV_Detection,Max_One_Year_Trap_WNV_Detections,Total_Train_Trap_WNV_Detections,Trap_WNV_Prob,NumMos_3ob_avg,Trap_Species_WNV_Prob
45,2011-09-01,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,15.0,0.0,2011.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,300.333333333,0.142857142857
46,2011-09-12,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,4.0,0.0,2011.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,350.333333333,0.142857142857
47,2011-09-16,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,2.0,0.0,2011.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,438.0,0.142857142857
48,2011-09-23,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,13.0,1.0,2011.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,530.333333333,0.142857142857
49,2013-06-14,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,51.0,0.0,2013.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,245.0,0.142857142857
50,2013-06-27,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,10.0,0.0,2013.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,394.333333333,0.142857142857
51,2013-07-08,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,54.0,0.0,2013.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,550.0,0.142857142857
52,2013-07-12,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,244.0,0.0,2013.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,1172.66666667,0.142857142857
53,2013-07-25,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,3.0,0.0,2013.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,1764.33333333,0.142857142857
54,2013-08-01,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,20.0,0.0,2013.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,1793.0,0.142857142857
55,2013-08-08,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,127.0,1.0,2013.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,1766.66666667,0.142857142857
56,2013-08-15,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,6.0,0.0,2013.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,1775.33333333,0.142857142857
57,2013-08-22,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,34.0,1.0,2013.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,1381.33333333,0.142857142857
58,2013-08-29,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,22.0,0.0,2013.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,1210.33333333,0.142857142857
59,2013-09-06,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,53.0,0.0,2013.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,1282.0,0.142857142857
60,2013-09-12,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,12.0,0.0,2013.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,1291.66666667,0.142857142857
61,2013-09-19,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,4.0,0.0,2013.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,897.333333333,0.142857142857
62,2013-09-26,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,5.0,0.0,2013.0,T002,0.0,0.058808,1.0,4,7.0,15.0,0.102040816327,613.666666667,0.142857142857
63,2007-05-29,CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,1.0,0.0,2007.0,T015,0.0,0.058808,1.0,1,4.0,4.0,0.125,10.0,0.166666666667
64,2007-06-05,CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,1.0,0.0,2007.0,T015,0.0,0.058808,1.0,1,4.0,4.0,0.125,19.0,0.166666666667
65,2007-06-29,CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,1.0,0.0,2007.0,T015,0.0,0.058808,1.0,1,4.0,4.0,0.125,40.3333333333,0.166666666667
66,2007-07-02,CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,3.0,0.0,2007.0,T015,0.0,0.058808,1.0,1,4.0,4.0,0.125,75.0,0.166666666667
67,2007-07-11,CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,1.0,0.0,2007.0,T015,0.0,0.058808,1.0,1,4.0,4.0,0.125,311.666666667,0.166666666667
68,2007-07-27,CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,1.0,0.0,2007.0,T015,0.0,0.058808,1.0,1,4.0,4.0,0.125,618.0,0.166666666667
69,2007-08-01,CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,11.0,1.0,2007.0,T015,0.0,0.058808,1.0,1,4.0,4.0,0.125,1490.33333333,0.166666666667
70,2007-08-07,CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,12.0,0.0,2007.0,T015,0.0,0.058808,1.0,1,4.0,4.0,0.125,812.0,0.166666666667
71,2007-08-15,CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,25.0,0.0,2007.0,T015,0.0,0.058808,1.0,1,4.0,4.0,0.125,1166.0,0.166666666667
72,2007-08-21,CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,5.0,1.0,2007.0,T015,0.0,0.058808,1.0,1,4.0,4.0,0.125,533.0,0.166666666667
73,2007-09-12,CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,3.0,0.0,2007.0,T015,0.0,0.058808,1.0,1,4.0,4.0,0.125,486.0,0.166666666667
74,2007-10-04,CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,1.0,0.0,2007.0,T015,0.0,0.058808,1.0,1,4.0,4.0,0.125,474.333333333,0.166666666667
75,2007-05-29,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,1.0,0.0,2007.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,10.0,0.0344827586207
76,2007-06-05,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,1.0,0.0,2007.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,19.0,0.0344827586207
77,2007-06-26,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,2.0,0.0,2007.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,35.6666666667,0.0344827586207
78,2007-07-11,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,3.0,0.0,2007.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,311.666666667,0.0344827586207
79,2007-07-18,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,1.0,0.0,2007.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,489.333333333,0.0344827586207
80,2007-07-27,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,2.0,0.0,2007.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,618.0,0.0344827586207
81,2007-08-01,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,6.0,0.0,2007.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,1490.33333333,0.0344827586207
82,2007-08-07,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,5.0,0.0,2007.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,812.0,0.0344827586207
83,2007-08-15,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,7.0,0.0,2007.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,1166.0,0.0344827586207
84,2007-08-21,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,9.0,0.0,2007.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,533.0,0.0344827586207
85,2007-08-24,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,6.0,0.0,2007.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,810.333333333,0.0344827586207
86,2007-09-12,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,2.0,0.0,2007.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,486.0,0.0344827586207
87,2007-09-18,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,2.0,0.0,2007.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,492.0,0.0344827586207
88,2007-09-24,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,11.0,0.0,2007.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,406.333333333,0.0344827586207
89,2007-10-04,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,15.0,0.0,2007.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,474.333333333,0.0344827586207
90,2009-06-02,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,3.0,0.0,2009.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,187.666666667,0.0344827586207
91,2009-06-05,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,12.0,0.0,2009.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,241.333333333,0.0344827586207
92,2009-06-12,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,34.0,0.0,2009.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,308.333333333,0.0344827586207
93,2009-06-22,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,19.0,0.0,2009.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,895.0,0.0344827586207
94,2009-06-26,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,84.0,0.0,2009.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,1013.66666667,0.0344827586207
95,2009-07-06,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,49.0,0.0,2009.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,619.0,0.0344827586207
96,2009-07-10,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,52.0,0.0,2009.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,684.666666667,0.0344827586207
97,2009-07-17,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,26.0,0.0,2009.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,1089.33333333,0.0344827586207
98,2009-07-24,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,36.0,0.0,2009.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,1141.33333333,0.0344827586207
99,2009-08-07,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,14.0,0.0,2009.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,818.666666667,0.0344827586207
100,2009-08-13,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,8.0,0.0,2009.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,612.333333333,0.0344827586207
101,2009-08-25,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,1.0,0.0,2009.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,527.666666667,0.0344827586207
102,2009-09-03,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,2.0,0.0,2009.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,256.333333333,0.0344827586207
103,2009-09-14,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,9.0,0.0,2009.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,221.666666667,0.0344827586207
104,2009-09-17,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,24.0,0.0,2009.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,372.666666667,0.0344827586207
105,2009-09-25,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,23.0,0.0,2009.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,545.333333333,0.0344827586207
106,2009-10-01,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,11.0,0.0,2009.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,437.0,0.0344827586207
107,2011-06-17,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,6.0,0.0,2011.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,167.666666667,0.0344827586207
108,2011-06-30,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,19.0,0.0,2011.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,557.333333333,0.0344827586207
109,2011-07-11,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,25.0,0.0,2011.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,769.666666667,0.0344827586207
110,2011-07-15,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,65.0,0.0,2011.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,1233.33333333,0.0344827586207
111,2011-07-25,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,35.0,0.0,2011.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,1412.66666667,0.0344827586207
112,2011-07-29,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,6.0,0.0,2011.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,1414.66666667,0.0344827586207
113,2011-08-05,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,11.0,0.0,2011.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,1109.33333333,0.0344827586207
114,2011-08-12,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,3.0,0.0,2011.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,760.333333333,0.0344827586207
115,2011-08-26,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,2.0,0.0,2011.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,418.333333333,0.0344827586207
116,2011-09-12,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,4.0,0.0,2011.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,350.333333333,0.0344827586207
117,2011-09-16,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,6.0,0.0,2011.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,438.0,0.0344827586207
118,2011-09-23,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,9.0,0.0,2011.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,530.333333333,0.0344827586207
119,2011-09-30,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,3.0,0.0,2011.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,399.333333333,0.0344827586207
120,2013-06-14,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,8.0,0.0,2013.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,245.0,0.0344827586207
121,2013-06-21,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,1.0,0.0,2013.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,336.666666667,0.0344827586207
122,2013-06-27,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,11.0,0.0,2013.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,394.333333333,0.0344827586207
123,2013-07-08,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,9.0,0.0,2013.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,550.0,0.0344827586207
124,2013-07-12,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,45.0,0.0,2013.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,1172.66666667,0.0344827586207
125,2013-07-19,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,37.0,1.0,2013.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,1665.0,0.0344827586207
126,2013-07-25,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,47.0,0.0,2013.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,1764.33333333,0.0344827586207
127,2013-08-01,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,12.0,0.0,2013.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,1793.0,0.0344827586207
128,2013-08-08,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,19.0,0.0,2013.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,1766.66666667,0.0344827586207
129,2013-08-15,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,14.0,0.0,2013.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,1775.33333333,0.0344827586207
130,2013-08-22,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,58.0,1.0,2013.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,1381.33333333,0.0344827586207
131,2013-08-29,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,33.0,0.0,2013.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,1210.33333333,0.0344827586207
132,2013-09-06,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,24.0,0.0,2013.0,T048,0.0,0.058808,1.0,2,2.0,4.0,0.0287769784173,1282.0,0.0344827586207
133,2007-05-29,CULEX PIPIENS/RESTUANS,T050,41.919343,-87.694259,1.0,0.0,2007.0,T050,0.0,0.058808,0.0,0,0.0,0.0,0.0,10.0,0.0
134,2007-06-05,CULEX PIPIENS/RESTUANS,T050,41.919343,-87.694259,1.0,0.0,2007.0,T050,0.0,0.058808,0.0,0,0.0,0.0,0.0,19.0,0.0
135,2007-07-18,CULEX PIPIENS/RESTUANS,T050,41.919343,-87.694259,1.0,0.0,2007.0,T050,0.0,0.058808,0.0,0,0.0,0.0,0.0,489.333333333,0.0
